RT - Research Technology - COLO - LEVIN LAB,rt-staff@elist.tufts.edu,10.250.246.35
LTS - LIBRARY,ults@elist.tufts.edu,10.250.108.247
IAM - Identity and Access Management,iam@tufts.edu,10.250.130.52
DS - Data Strategy,ds-team@tufts.edu,10.250.108.236
FACULTY - COLO,benjamin.maloy@tufts.edu,10.250.108.45
IAM - Identity and Access Management,iam@tufts.edu,10.250.166.37
DNTL - School of Dental Medicine,tts_clinsys-request@elist.tufts.edu,10.250.104.92
ERP SIS - Student Alumni Services,sis-project-tech-team@elist.tufts.edu,10.250.144.82
ERP HR - Human Resources TTS,hr_tech_team@tufts.edu,10.250.140.104
SS - Student Services,ss.techteam@ase.tufts.edu,10.250.130.34
FACULTY - COLO ,NA,10.250.224.41
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu,10.250.108.101
OPS - Operations,tts-operationsit@tufts.edu,10.250.152.27
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu,10.250.132.155
OPS - Operations,tts-operationsit@tufts.edu,10.250.140.92
RT - Research Technology,rt-staff@elist.tufts.edu,10.250.109.107
ERP RA - Research Administration,ras-support-monitoring@elist.tufts.edu,10.250.144.67
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.79
OPS - Operations,tts-operationsit@tufts.edu,10.250.130.41
ERP SIS - Student Alumni Services,sis-project-tech-team@elist.tufts.edu,10.250.152.61
LTS - LIBRARY,ults@elist.tufts.edu,10.250.108.34
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu,10.250.132.156
ERP FINANCE TTS,FINTECH@Tufts.Edu,10.250.140.77
RT - Research Technology,rt-team@tufts.edu,10.250.224.67
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.80
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu,10.250.132.190
ERP FINANCE TTS,FINTECH@Tufts.Edu,10.250.140.19
DNTL - School of Dental Medicine,tts_clinsys-request@elist.tufts.edu,10.250.155.30
DS - Data Strategy,ds-team@tufts.edu,10.250.108.148
OPS - Operations,tts-operationsit@tufts.edu,10.250.130.205
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu,10.250.108.102
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.72
OPS - Operations,tts-operationsit@tufts.edu,10.250.130.208
OPS - Operations,tts-operationsit@tufts.edu,10.250.130.188
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.76
ESCP - Enterprise Systems/Cloud Platforms,escp@tufts.edu ,10.250.132.158
ERP FINANCE TTS,FINTECH@Tufts.Edu,10.250.144.24
ERP SIS - Student Alumni Services,sis-project-tech-team@elist.tufts.edu,10.250.144.77
OPS - Operations,tts-operationsit@tufts.edu,10.250.130.203
TELCOM - Network Operations,teldata@tufts.edu,10.250.150.208
ERP FINANCE TTS,FINTECH@Tufts.Edu,10.250.140.76
RT - Research Technology,rt-team@tufts.edu,10.250.108.127
ESCP - Enterprise Systems/Cloud Platforms ,escp@tufts.edu ,10.250.132.117
ETS - Educational Technology Services,atsystems@elist.tufts.edu,10.250.108.253
ERP FINANCE TTS,FINTECH@Tufts.Edu,10.250.146.120
OPS - Operations,tts-operationsit@tufts.edu,10.250.146.27
ETS - Educational Technology Services,atsystems@elist.tufts.edu,10.250.164.80
ETS - Educational Technology Services,atsystems@elist.tufts.edu,10.250.164.211
ETS - Educational Technology Services,atsystems@elist.tufts.edu,10.250.164.213
,,10.250.130.64
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.17
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.18
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.12
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.9
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.19
OPS - Operations ,tts-operationsit@tufts.edu ,10.250.93.22
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.16
OPS - Operations ,tts-operationsit@tufts.edu ,10.250.93.21
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.14
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.15
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.10
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.11
OPS - Operations,tts-operationsit@tufts.edu,10.250.93.13
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.30
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.140.14
,,10.250.132.51
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.132.52
,,10.250.104.13
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.140.13
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.14
OIS - Office of Information Security,infosec-team@tufts.edu,10.250.104.16
TELCOM - Network Operations,teldata@tufts.edu,10.250.150.213
NOC - Network Operations,noc@tufts.edu,10.250.101.140
NOC - Network Operations,noc@tufts.edu,10.250.104.15
NOC - Network Operations,noc@tufts.edu,10.250.104.66
TELCOM - Network Operations,teldata@tufts.edu,10.250.150.204
NOC - Network Operations,noc@tufts.edu,10.250.104.58
